Retention Time (min),Total Absorbance Chromatogram (mAU)
0.0002,-1375.841000000001
0.0006166666666666666,-1373.7335000000012
0.0010333333333333334,-1374.4694999999995
0.00145,-1374.9425000000006
0.0018666666666666666,-1373.8595000000007
0.0022833333333333334,-1374.8990000000003
0.0027,-1378.7335000000005
0.0031166666666666665,-1384.2529999999997
0.003533333333333333,-1388.9515000000004
0.00395,-1393.3555000000001
0.004366666666666666,-1397.752
0.004783333333333333,-1399.8920000000005
0.0052,-1400.8029999999997
0.0056166666666666665,-1401.0799999999995
0.006033333333333333,-1398.8345
0.00645,-1395.8000000000004
0.006866666666666667,-1393.1895000000004
0.0072833333333333335,-1391.0640000000003
0.0077,-1387.5655000000002
0.008116666666666666,-1382.6899999999994
0.008533333333333334,-1378.4825000000008
0.00895,-1375.7904999999992
0.009366666666666667,-1375.3159999999998
0.009783333333333333,-1377.5810000000001
0.0102,-1379.9874999999997
0.010616666666666667,-1379.7839999999994
0.011033333333333332,-1379.9175000000005
0.01145,-1379.0310000000006
0.011866666666666666,-1377.1484999999998
0.012283333333333334,-1375.8235000000002
0.0127,-1372.9680000000003
0.013116666666666667,-1371.5215
0.013533333333333333,-1370.0205000000005
0.01395,-1369.103
0.014366666666666666,-1368.3559999999984
0.014783333333333334,-1368.1815000000001
0.0152,-1370.9485000000002
0.015616666666666666,-1375.4384999999993
0.016033333333333333,-1381.812
0.01645,-1386.7900000000002
0.016866666666666665,-1388.484500000001
0.017283333333333335,-1387.8170000000005
0.0177,-1383.2995000000003
0.018116666666666666,-1379.269
0.018533333333333332,-1377.553500000001
0.01895,-1376.315500000001
0.019366666666666667,-1379.4599999999994
0.019783333333333333,-1381.0335
0.0202,-1383.9470000000003
0.020616666666666665,-1387.0879999999995
0.021033333333333334,-1384.4479999999999
0.02145,-1386.907
0.021866666666666666,-1388.762000000001
0.022283333333333332,-1393.133
0.0227,-1401.8995000000004
0.023116666666666667,-1406.7915
0.023533333333333333,-1411.9425
0.02395,-1411.9859999999994
0.024366666666666665,-1411.0119999999993
0.024783333333333334,-1407.6105
0.0252,-1399.1950000000002
0.025616666666666666,-1390.7115000000003
0.026033333333333332,-1382.7335000000003
0.02645,-1376.9264999999994
0.026866666666666667,-1371.4174999999993
0.027283333333333333,-1367.233
0.0277,-1363.4995000000004
0.02811666666666667,-1362.7385000000004
0.028533333333333334,-1367.8824999999995
0.02895,-1375.5999999999992
0.029366666666666666,-1383.7599999999995
0.029783333333333332,-1390.477
0.0302,-1394.8925000000004
0.030616666666666667,-1398.3485000000007
0.031033333333333333,-1397.5459999999996
0.03145,-1393.2515000000003
0.03186666666666667,-1391.3165000000001
0.03228333333333333,-1390.5175
0.0327,-1394.1754999999996
0.03311666666666667,-1401.0340000000003
0.03353333333333333,-1403.5924999999997
0.03395,-1406.0265000000006
0.03436666666666666,-1406.0860000000007
0.03478333333333333,-1403.069
0.0352,-1399.473000000001
0.035616666666666665,-1391.8749999999998
0.036033333333333334,-1385.484499999999
0.03645,-1380.4735000000003
0.036866666666666666,-1376.7515000000003
0.037283333333333335,-1378.0410000000006
0.0377,-1381.4000000000003
0.03811666666666667,-1386.6369999999995
0.038533333333333336,-1392.7975000000008
0.03895,-1396.9615000000003
0.03936666666666667,-1396.7310000000002
0.03978333333333333,-1394.6555000000005
0.0402,-1391.0124999999996
0.04061666666666667,-1386.2054999999996
0.04103333333333333,-1384.7215
0.04145,-1384.5394999999996
0.04186666666666667,-1386.113
0.04228333333333333,-1386.433
0.0427,-1384.4445
0.043116666666666664,-1382.6960000000001
0.043533333333333334,-1381.881000000001
0.04395,-1382.5595000000003
0.044366666666666665,-1384.1300000000003
0.044783333333333335,-1385.8439999999996
0.0452,-1385.3245
0.045616666666666666,-1383.8629999999996
0.046033333333333336,-1380.4785
0.04645,-1374.950999999999
0.04686666666666667,-1371.2614999999996
0.04728333333333333,-1370.5530000000003
0.0477,-1372.4819999999997
0.04811666666666667,-1376.6575000000007
0.04853333333333333,-1380.8195
0.04895,-1385.2055000000003
0.04936666666666667,-1389.2869999999996
0.04978333333333333,-1391.5144999999998
0.0502,-1392.2340000000004
0.050616666666666664,-1390.78
0.05103333333333333,-1388.9345000000003
0.05145,-1388.0365000000002
0.051866666666666665,-1386.0199999999986
0.052283333333333334,-1384.9715000000003
0.0527,-1386.2639999999994
0.053116666666666666,-1388.057500000001
0.053533333333333336,-1391.4345
0.05395,-1393.1034999999995
0.05436666666666667,-1393.5844999999997
0.05478333333333334,-1391.8049999999998
0.0552,-1388.3864999999998
0.05561666666666667,-1387.233
0.05603333333333333,-1385.8360000000002
0.05645,-1388.0650000000007
0.05686666666666667,-1392.444
0.05728333333333333,-1395.5765
0.0577,-1397.0214999999998
0.058116666666666664,-1393.3799999999999
0.05853333333333333,-1387.9860000000003
0.05895,-1382.3484999999994
0.059366666666666665,-1376.2689999999996
0.059783333333333334,-1373.0534999999995
0.0602,-1374.3870000000002
0.060616666666666666,-1378.5930000000005
0.061033333333333335,-1383.9560000000008
0.06145,-1387.01
0.06186666666666667,-1387.4170000000001
0.062283333333333336,-1385.3735000000008
0.0627,-1380.410500000001
0.06311666666666667,-1377.7414999999999
0.06353333333333333,-1374.3335
0.06395,-1373.7730000000004
0.06436666666666667,-1377.508
0.06478333333333333,-1383.9160000000006
0.0652,-1391.2560000000005
0.06561666666666667,-1394.041
0.06603333333333333,-1396.3389999999993
0.06645,-1395.1535
0.06686666666666667,-1393.6259999999986
0.06728333333333333,-1394.6030000000003
0.0677,-1395.5839999999996
0.06811666666666667,-1397.6054999999992
0.06853333333333333,-1398.2310000000018
0.06895,-1398.9544999999991
0.06936666666666666,-1399.3614999999995
0.06978333333333334,-1398.1359999999997
0.0702,-1395.921
0.07061666666666666,-1393.7909999999986
0.07103333333333334,-1391.1185000000007
0.07145,-1388.8410000000008
0.07186666666666666,-1387.095500000001
0.07228333333333334,-1383.7534999999993
0.0727,-1381.2430000000004
0.07311666666666666,-1378.3374999999999
0.07353333333333334,-1377.5059999999994
0.07395,-1379.168
0.07436666666666666,-1379.6204999999995
0.07478333333333333,-1380.7604999999994
0.0752,-1381.311
0.07561666666666667,-1382.9845000000005
0.07603333333333333,-1386.3424999999995
0.07645,-1388.3164999999997
0.07686666666666667,-1389.4834999999998
0.07728333333333333,-1389.8299999999997
0.0777,-1390.879
0.07811666666666667,-1392.7695000000003
0.07853333333333333,-1392.1980000000003
0.07895,-1388.6414999999993
0.07936666666666667,-1386.0900000000006
0.07978333333333333,-1385.673
0.0802,-1387.5384999999999
0.08061666666666667,-1389.7470000000012
0.08103333333333333,-1390.811999999999
0.08145,-1391.3779999999997
0.08186666666666667,-1390.8574999999998
0.08228333333333333,-1390.008000000001
0.0827,-1386.6694999999995
0.08311666666666667,-1381.6525000000001
0.08353333333333333,-1378.8239999999994
0.08395,-1377.4594999999993
0.08436666666666667,-1375.3185000000008
0.08478333333333334,-1373.3924999999988
0.0852,-1373.0590000000004
0.08561666666666666,-1375.8310000000001
0.08603333333333334,-1380.0510000000002
0.08645,-1383.8075000000006
0.08686666666666666,-1388.2289999999996
0.08728333333333334,-1391.3905000000002
0.0877,-1394.371
0.08811666666666666,-1398.1964999999996
0.08853333333333334,-1399.0370000000007
0.08895,-1399.6645000000005
0.08936666666666666,-1399.3435
0.08978333333333334,-1397.0434999999995
0.0902,-1395.1310000000012
0.09061666666666666,-1392.4019999999996
0.09103333333333333,-1390.4860000000006
0.09145,-1390.468
0.09186666666666667,-1391.1105
0.09228333333333333,-1391.4785000000002
0.0927,-1391.6010000000006
0.09311666666666667,-1390.4345000000003
0.09353333333333333,-1388.0390000000002
0.09395,-1386.3419999999992
0.09436666666666667,-1385.7019999999998
0.09478333333333333,-1388.1439999999993
0.0952,-1392.6755000000003
0.09561666666666667,-1395.1564999999994
0.09603333333333333,-1401.1465000000005
0.09645,-1406.463
0.09686666666666667,-1409.6705
0.09728333333333333,-1411.6249999999998
0.0977,-1408.772
0.09811666666666667,-1405.9289999999996
0.09853333333333333,-1402.5804999999998
0.09895,-1399.9265000000005
0.09936666666666667,-1397.7665000000006
0.09978333333333333,-1397.0209999999997
0.1002,-1397.8099999999997
0.10061666666666666,-1401.2015000000004
0.10103333333333334,-1406.1219999999996
0.10145,-1409.3415000000002
0.10186666666666666,-1411.2145000000003
0.10228333333333334,-1410.3450000000003
0.1027,-1408.8424999999993
0.10311666666666666,-1407.2754999999997
0.10353333333333334,-1404.3604999999995
0.10395,-1402.1164999999996
0.10436666666666666,-1399.8754999999996
0.10478333333333334,-1397.6789999999999
0.1052,-1397.7155000000002
0.10561666666666666,-1397.9319999999993
0.10603333333333333,-1396.9024999999997
0.10645,-1396.0030000000008
0.10686666666666667,-1396.9669999999994
0.10728333333333333,-1399.9260000000006
0.1077,-1403.1425
0.10811666666666667,-1405.491499999999
0.10853333333333333,-1405.5424999999998
0.10895,-1404.7809999999995
0.10936666666666667,-1405.2390000000003
0.10978333333333333,-1405.1905
0.1102,-1406.1230000000012
0.11061666666666667,-1406.6045000000006
0.11103333333333333,-1410.1760000000006
0.11145,-1414.2475000000006
0.11186666666666667,-1415.9395
0.11228333333333333,-1416.4125000000006
0.1127,-1412.5440000000006
0.11311666666666667,-1406.2465000000007
0.11353333333333333,-1397.3680000000002
0.11395,-1386.624
0.11436666666666667,-1375.5989999999997
0.11478333333333333,-1366.5569999999996
0.1152,-1361.2715000000003
0.11561666666666667,-1361.8005
0.11603333333333334,-1365.0734999999993
0.11645,-1370.5834999999997
0.11686666666666666,-1377.6670000000015
0.11728333333333334,-1382.4389999999996
0.1177,-1385.3144999999997
0.11811666666666666,-1386.081
0.11853333333333334,-1385.0355000000002
0.11895,-1384.3885000000002
0.11936666666666666,-1386.0844999999995
0.11978333333333334,-1387.6555000000008
0.1202,-1391.254500000001
0.12061666666666666,-1392.8719999999992
0.12103333333333334,-1394.2835000000002
0.12145,-1396.8845000000006
0.12186666666666666,-1396.2070000000003
0.12228333333333333,-1396.8605000000005
0.1227,-1393.9705
0.12311666666666667,-1393.6729999999995
0.12353333333333333,-1396.0320000000004
0.12395,-1397.63
0.12436666666666667,-1400.5950000000007
0.12478333333333333,-1400.8724999999995
0.1252,-1402.0679999999995
0.12561666666666665,-1401.6985
0.12603333333333333,-1399.6230000000005
0.12645,-1396.6334999999997
0.12686666666666666,-1391.9450000000013
0.12728333333333333,-1387.5890000000004
0.1277,-1383.2100000000003
0.12811666666666666,-1379.8175
0.12853333333333333,-1378.9160000000006
0.12895,-1379.5509999999995
0.12936666666666666,-1382.4750000000006
0.12978333333333333,-1385.9859999999996
0.1302,-1386.9735
0.13061666666666666,-1385.7675000000002
0.13103333333333333,-1382.2975
0.13145,-1379.2785
0.13186666666666666,-1378.487999999999
0.13228333333333334,-1381.8835000000006
0.1327,-1389.1829999999998
0.13311666666666666,-1396.3269999999993
0.13353333333333334,-1400.6069999999997
0.13395,-1402.7250000000004
0.13436666666666666,-1402.0784999999996
0.13478333333333334,-1399.0384999999992
0.1352,-1396.9580000000003
0.13561666666666666,-1394.6940000000004
0.13603333333333334,-1394.5795
0.13645,-1394.7725000000007
0.13686666666666666,-1394.5800000000002
0.13728333333333334,-1396.6569999999995
0.1377,-1395.7909999999997
0.13811666666666667,-1396.8049999999996
0.13853333333333334,-1397.8045000000009
0.13895,-1397.1579999999997
0.13936666666666667,-1395.1245
0.13978333333333334,-1390.4195000000002
0.1402,-1387.1634999999987
0.14061666666666667,-1384.8894999999995
0.14103333333333334,-1385.4775000000006
0.14145,-1387.3000000000002
0.14186666666666667,-1390.6164999999996
0.14228333333333334,-1392.2694999999997
0.1427,-1390.9060000000004
0.14311666666666667,-1386.0789999999995
0.14353333333333335,-1377.8990000000008
0.14395,-1369.8809999999996
0.14436666666666667,-1363.1380000000004
0.14478333333333335,-1359.4495000000002
0.1452,-1359.2890000000002
0.14561666666666667,-1362.1689999999996
