Retention Time (min),254 nm intensity (mAU)
0.0004166666666666667,-1.905833333333333
0.0008333333333333334,-1.9398333333333333
0.00125,-1.9746666666666666
0.0016666666666666668,-1.9963333333333333
0.0020833333333333333,-1.9918333333333333
0.0025,-1.9711666666666667
0.002916666666666667,-1.9455
0.0033333333333333335,-1.9181666666666668
0.00375,-1.9078333333333333
0.004166666666666667,-1.9063333333333334
0.004583333333333333,-1.9161666666666666
0.005,-1.9253333333333333
0.005416666666666667,-1.9260000000000002
0.005833333333333334,-1.9315
0.00625,-1.9251666666666667
0.006666666666666667,-1.9283333333333335
0.007083333333333333,-1.9406666666666668
0.0075,-1.9503333333333337
0.007916666666666667,-1.9608333333333334
0.008333333333333333,-1.9555
0.00875,-1.9420000000000002
0.009166666666666667,-1.9160000000000001
0.009583333333333333,-1.8780000000000001
0.01,-1.8538333333333334
0.010416666666666666,-1.8431666666666666
0.010833333333333334,-1.8516666666666666
0.01125,-1.8813333333333333
0.011666666666666667,-1.9188333333333334
0.012083333333333333,-1.9494999999999998
0.0125,-1.9758333333333333
0.012916666666666667,-2.0015
0.013333333333333334,-2.0195000000000003
0.01375,-2.038
0.014166666666666666,-2.0574999999999997
0.014583333333333334,-2.0766666666666667
0.015,-2.087333333333333
0.015416666666666667,-2.077666666666667
0.015833333333333335,-2.0526666666666666
0.01625,-2.0188333333333333
0.016666666666666666,-1.9774999999999998
0.017083333333333332,-1.9611666666666665
0.0175,-1.9553333333333331
0.017916666666666668,-1.9566666666666668
0.018333333333333333,-1.9675
0.01875,-1.9646666666666668
0.019166666666666665,-1.9708333333333332
0.019583333333333335,-1.9663333333333333
0.02,-1.9595000000000002
0.020416666666666666,-1.9611666666666665
0.020833333333333332,-1.9593333333333334
0.02125,-1.969833333333333
0.021666666666666667,-1.984
0.022083333333333333,-1.9946666666666666
0.0225,-2.0025
0.022916666666666665,-2.0036666666666667
0.023333333333333334,-2.0044999999999997
0.02375,-2.0001666666666664
0.024166666666666666,-1.9814999999999998
0.024583333333333332,-1.9591666666666665
0.025,-1.9343333333333332
0.025416666666666667,-1.9116666666666664
0.025833333333333333,-1.896
0.02625,-1.8844999999999998
0.02666666666666667,-1.877
0.027083333333333334,-1.8776666666666666
0.0275,-1.8810000000000002
0.027916666666666666,-1.8928333333333331
0.028333333333333332,-1.9003333333333332
0.02875,-1.8998333333333335
0.029166666666666667,-1.9080000000000001
0.029583333333333333,-1.9098333333333333
0.03,-1.9095000000000002
0.030416666666666668,-1.898
0.030833333333333334,-1.8826666666666665
0.03125,-1.8778333333333332
0.03166666666666667,-1.8786666666666667
0.03208333333333333,-1.8871666666666667
0.0325,-1.8968333333333334
0.032916666666666664,-1.9058333333333335
0.03333333333333333,-1.9131666666666665
0.03375,-1.9206666666666667
0.034166666666666665,-1.9171666666666667
0.034583333333333334,-1.9011666666666667
0.035,-1.8883333333333334
0.035416666666666666,-1.8823333333333334
0.035833333333333335,-1.888
0.03625,-1.8993333333333335
0.03666666666666667,-1.9111666666666665
0.037083333333333336,-1.9261666666666668
0.0375,-1.9368333333333332
0.03791666666666667,-1.9441666666666666
0.03833333333333333,-1.9523333333333335
0.03875,-1.9526666666666668
0.03916666666666667,-1.9505
0.03958333333333333,-1.9481666666666666
0.04,-1.9454999999999998
0.04041666666666666,-1.9421666666666668
0.04083333333333333,-1.9346666666666668
0.04125,-1.9270000000000003
0.041666666666666664,-1.913
0.042083333333333334,-1.8998333333333335
0.0425,-1.8916666666666668
0.042916666666666665,-1.8828333333333334
0.043333333333333335,-1.8715000000000002
0.04375,-1.8645000000000003
0.04416666666666667,-1.8671666666666666
0.044583333333333336,-1.8854999999999997
0.045,-1.9163333333333332
0.04541666666666667,-1.9531666666666665
0.04583333333333333,-1.9803333333333333
0.04625,-1.994
0.04666666666666667,-1.9958333333333333
0.04708333333333333,-1.9809999999999999
0.0475,-1.9563333333333335
0.04791666666666667,-1.93
0.04833333333333333,-1.9080000000000001
0.04875,-1.8963333333333334
0.049166666666666664,-1.889
0.04958333333333333,-1.8895
0.05,-1.8911666666666667
0.050416666666666665,-1.8831666666666667
0.050833333333333335,-1.8800000000000001
0.05125,-1.8665
0.051666666666666666,-1.8576666666666668
0.052083333333333336,-1.8553333333333333
0.0525,-1.8538333333333332
0.05291666666666667,-1.857
0.05333333333333334,-1.8608333333333331
0.05375,-1.8691666666666666
0.05416666666666667,-1.8796666666666664
0.05458333333333333,-1.8895
0.055,-1.8973333333333333
0.05541666666666667,-1.9093333333333333
0.05583333333333333,-1.9203333333333334
