1.556866667,-1.572
1.557283333,-1.2368333
1.5577,-0.7556667
1.558116667,-0.0971667
1.558533333,0.78916667
1.55895,1.95516667
1.559366667,3.45466667
1.559783333,5.35166667
1.5602,7.71266667
1.560616667,10.6053333
1.561033333,14.0905
1.56145,18.2251667
1.561866667,23.0571667
1.562283333,28.6376667
1.5627,35.0146667
1.563116667,42.233
1.563533333,50.3288333
1.56395,59.3148333
1.564366667,69.1981667
1.564783333,79.9698333
1.5652,91.599
1.565616667,104.042333
1.566033333,117.235667
1.56645,131.1005
1.566866667,145.535167
1.567283333,160.426333
1.5677,175.6435
1.568116667,191.015833
1.568533333,206.381667
1.56895,221.5565
1.569366667,236.353667
1.569783333,250.592
1.5702,264.087333
1.570616667,276.664
1.571033333,288.143833
1.57145,298.382667
1.571866667,307.250667
1.572283333,314.641333
1.5727,320.473
1.573116667,324.715833
1.573533333,327.365333
1.57395,328.432333
1.574366667,327.980667
1.574783333,326.0615
1.5752,322.768833
1.575616667,318.197833
1.576033333,312.436833
1.57645,305.633833
1.576866667,297.892
1.577283333,289.342667
1.5777,280.1185
1.578116667,270.324667
1.578533333,260.0995
1.57895,249.551167
1.579366667,238.783833
1.579783333,227.897333
1.5802,216.9575
1.580616667,206.0595
1.581033333,195.274667
1.58145,184.6455
1.581866667,174.240667
1.582283333,164.103667
1.5827,154.278333
1.583116667,144.798
1.583533333,135.682667
1.58395,126.953667
1.584366667,118.619167
1.584783333,110.6885
1.5852,103.165833
1.585616667,96.0396667
1.586033333,89.3068333
1.58645,82.9638333
1.586866667,76.9961667
1.587283333,71.3965
1.5877,66.1571667
1.588116667,61.2685
1.588533333,56.7095
1.58895,52.4668333
1.589366667,48.5251667
1.589783333,44.8655
1.5902,41.4751667
1.590616667,38.3323333
1.591033333,35.4256667
1.59145,32.7343333
1.591866667,30.2433333
1.592283333,27.9433333
1.5927,25.817
1.593116667,23.8588333
1.593533333,22.0543333
1.59395,20.3895
1.594366667,18.8535
1.594783333,17.436
1.5952,16.1293333
1.595616667,14.9258333
1.596033333,13.8163333
1.59645,12.7985
1.596866667,11.8583333
1.597283333,10.987
1.5977,10.1793333
1.598116667,9.42683333
1.598533333,8.732
1.59895,8.08683333
1.599366667,7.49516667
1.599783333,6.94733333
1.6002,6.4355
1.600616667,5.96416667
1.601033333,5.5195
1.60145,5.10433333
1.601866667,4.71916667
1.602283333,4.359
1.6027,4.0315
1.603116667,3.72016667
1.603533333,3.43183333
1.60395,3.16416667
1.604366667,2.90866667
1.604783333,2.668
1.6052,2.4365
1.605616667,2.22383333
1.606033333,2.02633333
1.60645,1.84333333
1.606866667,1.66933333
1.607283333,1.505
1.6077,1.34466667
1.608116667,1.19016667
1.608533333,1.0485
1.60895,0.91583333
1.609366667,0.7965
1.609783333,0.69316667
1.6102,0.5985
1.610616667,0.50616667
1.611033333,0.41483333
1.61145,0.32233333
1.611866667,0.2315
1.612283333,0.14233333
1.6127,0.06033333
1.613116667,-0.0141667
1.613533333,-0.0868333
1.61395,-0.152
1.614366667,-0.2125
1.614783333,-0.2725
1.6152,-0.3275
1.615616667,-0.3783333
1.616033333,-0.4316667
1.61645,-0.4863333
1.616866667,-0.5408333
1.617283333,-0.6005
1.6177,-0.6555
1.618116667,-0.706
1.618533333,-0.748
1.61895,-0.7866667
1.619366667,-0.8275
1.619783333,-0.8708333
1.6202,-0.923
1.620616667,-0.9821667
1.621033333,-1.041
1.62145,-1.0986667
