Retention Time (min),254 nm intensity (mAU)
0.0002,-1.3324999999999998
0.0006166666666666666,-1.3215
0.0010333333333333334,-1.3059999999999998
0.00145,-1.2854999999999999
0.0018666666666666666,-1.2661666666666667
0.0022833333333333334,-1.2591666666666665
0.0027,-1.2573333333333334
0.0031166666666666665,-1.2643333333333333
0.003533333333333333,-1.2793333333333334
0.00395,-1.3045
0.004366666666666666,-1.3348333333333333
0.004783333333333333,-1.3551666666666666
0.0052,-1.3718333333333332
0.0056166666666666665,-1.3811666666666669
0.006033333333333333,-1.3791666666666667
0.00645,-1.3703333333333332
0.006866666666666667,-1.3641666666666667
0.0072833333333333335,-1.361
0.0077,-1.3639999999999999
0.008116666666666666,-1.3673333333333335
0.008533333333333334,-1.3644999999999998
0.00895,-1.3608333333333336
0.009366666666666667,-1.3498333333333334
0.009783333333333333,-1.3423333333333334
0.0102,-1.3365
0.010616666666666667,-1.3371666666666666
0.011033333333333332,-1.3475
0.01145,-1.3543333333333332
0.011866666666666666,-1.3541666666666667
0.012283333333333334,-1.3421666666666667
0.0127,-1.3306666666666667
0.013116666666666667,-1.3246666666666667
0.013533333333333333,-1.3326666666666667
0.01395,-1.3493333333333333
0.014366666666666666,-1.3646666666666667
0.014783333333333334,-1.3726666666666667
0.0152,-1.3666666666666665
0.015616666666666666,-1.344166666666667
0.016033333333333333,-1.3055
0.01645,-1.2695
0.016866666666666665,-1.2491666666666668
0.017283333333333335,-1.2428333333333335
0.0177,-1.2448333333333332
0.018116666666666666,-1.2565
0.018533333333333332,-1.2621666666666667
0.01895,-1.2646666666666668
0.019366666666666667,-1.2618333333333334
0.019783333333333333,-1.2551666666666665
0.0202,-1.2518333333333331
0.020616666666666665,-1.2463333333333333
0.021033333333333334,-1.2563333333333333
0.02145,-1.2665
0.021866666666666666,-1.2741666666666667
0.022283333333333332,-1.2914999999999999
0.0227,-1.3059999999999998
0.023116666666666667,-1.3148333333333333
0.023533333333333333,-1.3190000000000002
0.02395,-1.321
0.024366666666666665,-1.3286666666666667
0.024783333333333334,-1.3373333333333335
0.0252,-1.3486666666666667
0.025616666666666666,-1.3548333333333333
0.026033333333333332,-1.352
0.02645,-1.3493333333333333
0.026866666666666667,-1.3503333333333334
0.027283333333333333,-1.351
0.0277,-1.3511666666666668
0.02811666666666667,-1.36
0.028533333333333334,-1.3635000000000002
0.02895,-1.3646666666666667
0.029366666666666666,-1.3568333333333333
0.029783333333333332,-1.3416666666666668
0.0302,-1.3238333333333332
0.030616666666666667,-1.303
0.031033333333333333,-1.2951666666666666
0.03145,-1.2896666666666665
0.03186666666666667,-1.2881666666666667
0.03228333333333333,-1.2881666666666665
0.0327,-1.2863333333333333
0.03311666666666667,-1.2873333333333334
0.03353333333333333,-1.2905
0.03395,-1.2921666666666667
0.03436666666666666,-1.2893333333333332
0.03478333333333333,-1.281
0.0352,-1.276
0.035616666666666665,-1.2843333333333333
0.036033333333333334,-1.3045
0.03645,-1.3286666666666667
0.036866666666666666,-1.3551666666666666
0.037283333333333335,-1.3771666666666667
0.0377,-1.3858333333333333
0.03811666666666667,-1.3785
0.038533333333333336,-1.3546666666666667
0.03895,-1.3351666666666666
0.03936666666666667,-1.316
0.03978333333333333,-1.3168333333333335
0.0402,-1.3419999999999999
0.04061666666666667,-1.3683333333333332
0.04103333333333333,-1.4065
0.04145,-1.4406666666666668
0.04186666666666667,-1.4635
0.04228333333333333,-1.4718333333333333
0.0427,-1.4628333333333334
0.043116666666666664,-1.4583333333333333
0.043533333333333334,-1.4429999999999998
0.04395,-1.4275
0.044366666666666665,-1.4273333333333333
