Retention Time (min),Total Absorbance Chromatogram (mAU)
0.0002,-1411.4999999999998
0.0006166666666666666,-1410.294
0.0010333333333333334,-1408.505499999999
0.00145,-1407.6095
0.0018666666666666666,-1405.5760000000012
0.0022833333333333334,-1403.1675000000005
0.0027,-1400.5235000000011
0.0031166666666666665,-1397.8824999999997
0.003533333333333333,-1395.3980000000006
0.00395,-1395.8939999999998
0.004366666666666666,-1398.2229999999995
0.004783333333333333,-1404.549000000001
0.0052,-1411.9824999999996
0.0056166666666666665,-1417.0495
0.006033333333333333,-1420.4289999999996
0.00645,-1418.4485
0.006866666666666667,-1414.9500000000003
0.0072833333333333335,-1411.7519999999997
0.0077,-1406.374
0.008116666666666666,-1402.3094999999996
0.008533333333333334,-1400.0080000000005
0.00895,-1399.2089999999987
0.009366666666666667,-1400.8030000000006
0.009783333333333333,-1403.4265000000003
0.0102,-1404.594
0.010616666666666667,-1404.8595000000007
0.011033333333333332,-1404.8995
0.01145,-1402.072
0.011866666666666666,-1400.7695000000006
0.012283333333333334,-1398.6760000000002
0.0127,-1397.4349999999993
0.013116666666666667,-1400.8889999999997
0.013533333333333333,-1402.8359999999996
0.01395,-1407.7850000000003
0.014366666666666666,-1412.2499999999993
0.014783333333333334,-1414.8584999999994
0.0152,-1417.4099999999999
0.015616666666666666,-1417.1944999999998
0.016033333333333333,-1418.0375
0.01645,-1420.598
0.016866666666666665,-1422.0529999999997
0.017283333333333335,-1422.9770000000015
0.0177,-1423.369
0.018116666666666666,-1421.6809999999991
0.018533333333333332,-1420.6985
0.01895,-1417.7084999999993
0.019366666666666667,-1413.1514999999995
0.019783333333333333,-1410.0810000000001
0.0202,-1409.0344999999995
0.020616666666666665,-1410.0069999999998
0.021033333333333334,-1410.8410000000001
0.02145,-1409.2935000000002
0.021866666666666666,-1406.7165
0.022283333333333332,-1405.896499999999
0.0227,-1404.833499999999
0.023116666666666667,-1405.4200000000017
0.023533333333333333,-1406.4830000000004
0.02395,-1407.501500000001
0.024366666666666665,-1410.9660000000008
0.024783333333333334,-1411.6510000000003
0.0252,-1411.6805000000002
0.025616666666666666,-1410.6849999999997
0.026033333333333332,-1407.7415000000008
0.02645,-1407.8755
0.026866666666666667,-1408.9899999999996
0.027283333333333333,-1413.2189999999994
0.0277,-1419.9244999999992
0.02811666666666667,-1426.2414999999992
0.028533333333333334,-1432.0379999999996
0.02895,-1434.1094999999991
0.029366666666666666,-1435.0849999999998
0.029783333333333332,-1433.8489999999997
0.0302,-1433.1630000000002
0.030616666666666667,-1432.2659999999996
0.031033333333333333,-1430.2969999999991
0.03145,-1428.6619999999998
0.03186666666666667,-1424.7555000000004
0.03228333333333333,-1421.0260000000012
